Date,Vụ nuôi,module_name,ao,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Time,Mực nước,Thay nước (cm),Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Season,Ngày thả
24/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,81.0,8.0,100.0,0.0,29.02673149,7.448880672,25.80721092,25.8443203,142.7,5.389457703,494.0,21.0,162.0,4500.0,10.4,8.2,0.86,4.78,2.8,Rainy,70.0
24/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,81.0,11.5,90.0,0.0,29.71381187,7.53128624,25.7156868,25.75709152,147.8,5.47713232,502.0,20.0,166.0,5000.0,10.35,6.8,1.65,4.92,2.85,Rainy,70.0
24/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,81.0,14.0,90.0,10.0,30.87088585,7.642940044,25.88912582,25.90653229,192.0,5.519593716,650.0,22.0,160.0,4500.0,8.3,7.9,1.99,4.02,2.1,Rainy,70.0
24/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,81.0,17.0,90.0,0.0,30.59920692,7.675076008,25.89658165,25.91460419,169.0,5.304978371,644.0,21.0,162.0,4500.0,8.75,14.1,0.9,3.04,1.75,Rainy,70.0
23/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,80.0,8.0,80.0,0.0,29.1182518,7.466533184,25.49030876,25.55818176,96.8,5.523535252,440.0,17.5,154.0,4500.0,11.05,4.5,1.34,1.48,1.6,Rainy,69.0
23/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,80.0,11.5,80.0,0.0,29.48756409,7.517529964,25.55764389,25.61626816,101.1,5.609571457,445.0,17.1,154.0,4500.0,8.35,4.0,1.33,1.8,1.75,Rainy,69.0
23/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,80.0,14.0,80.0,0.0,30.26619148,7.515389442,25.68245506,25.72383118,157.1,5.405903816,594.0,17.4,153.0,4000.0,8.05,5.3,1.24,1.95,2.45,Rainy,69.0
23/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,80.0,17.0,80.0,0.0,30.31859589,7.585891724,25.49722862,25.55677605,175.0,5.314580441,548.0,20.0,155.0,4000.0,6.35,4.2,1.23,1.87,3.35,Rainy,69.0
22/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,79.0,8.0,90.0,0.0,29.07025337,7.474385738,23.46898079,23.72623253,100.4933243,5.648338318,504.0,22.0,158.0,4500.0,9.25,4.3,0.69,1.58,2.1,Rainy,68.0
22/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,79.0,11.5,100.0,0.0,29.38579559,7.603281021,24.17799568,24.3692379,112.2110062,5.742284298,626.0,22.0,160.0,4500.0,9.15,3.1,0.76,1.54,0.95,Rainy,68.0
22/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,79.0,14.0,100.0,10.0,29.81377983,7.662812233,25.77454948,25.80941582,160.5,5.791039467,594.0,20.0,151.0,4500.0,6.3,19.9,2.66,3.38,3.55,Rainy,68.0
22/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,79.0,17.0,60.0,0.0,28.99129868,7.37963438,24.93537712,25.05806923,161.4,4.716281891,628.0,22.0,162.0,4000.0,9.4,5.1,0.56,1.92,2.45,Rainy,68.0
21/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,78.0,8.0,80.0,0.0,29.44314766,7.519529343,20.28588295,20.7965107,79.8,5.806357384,386.0,22.7,159.0,4500.0,7.0,2.6,0.716,0.97,2.7,Rainy,67.0
21/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,78.0,11.5,80.0,0.0,29.5308876,7.51071167,20.30011177,20.80936623,118.9,5.724966526,471.0,19.8,159.0,4500.0,7.3,3.7,0.724,1.61,3.55,Rainy,67.0
21/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,78.0,14.0,80.0,10.0,30.25946808,7.549578667,24.91985512,25.03617287,102.7,5.550440311,481.0,17.4,161.0,4000.0,8.05,2.7,0.64,0.26,3.3,Rainy,67.0
21/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,78.0,17.0,80.0,0.0,30.00204277,7.540493011,23.88519669,24.09981728,79.95470428,5.546361446,532.0,18.8,159.0,4000.0,7.25,0.6,0.796,0.9,2.15,Rainy,67.0
20/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,77.0,8.0,100.0,0.0,28.9095993,7.517000198,24.95685387,25.07808495,57.7,5.389053345,309.0,22.0,150.0,4500.0,5.6,2.3,0.44,1.32,1.85,Rainy,66.0
20/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,77.0,11.5,90.0,0.0,29.58890724,7.562006474,25.00213242,25.11437988,78.9,5.669840813,370.0,22.0,150.0,4500.0,7.65,0.2,0.436,1.23,2.45,Rainy,66.0
20/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,77.0,14.0,90.0,10.0,30.21709442,7.548492908,25.06328964,25.16596222,106.1,5.461610317,414.0,23.0,153.0,4000.0,5.5,3.4,0.444,1.11,2.35,Rainy,66.0
20/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,77.0,17.0,90.0,0.0,30.15919113,7.709805489,26.59689903,26.54543686,152.9,5.163815498,558.0,19.0,156.0,5000.0,6.95,16.9,2.32,2.56,2.65,Rainy,66.0
19/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,76.0,8.0,80.0,0.0,29.47799683,7.45579195,24.7444725,24.88208961,80.6,5.337049961,321.0,17.1,145.0,4500.0,4.5,0.0,0.308,0.6,2.6,Rainy,65.0
18/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,75.0,8.0,90.0,20.0,30.00369835,7.529550076,24.16442108,24.353405,40.6,5.364947319,211.0,21.0,139.0,4500.0,4.75,0.7,0.264,0.34,3.15,Rainy,64.0
18/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,75.0,11.5,80.0,0.0,30.01882172,7.531966209,24.26529884,24.44485092,50.9,5.635128498,268.0,21.0,138.0,4000.0,4.15,0.8,0.262,0.93,2.7,Rainy,64.0
18/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,75.0,14.0,80.0,0.0,30.76608849,7.585502625,24.36865997,24.53500748,81.5,5.490899563,353.0,23.0,141.0,4000.0,6.2,0.5,0.302,1.23,3.9,Rainy,64.0
18/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,75.0,17.0,55.0,0.0,30.33402061,7.636007786,24.46616936,24.62532806,101.9,5.602806091,369.0,21.0,143.0,4500.0,6.75,12.0,0.274,1.77,2.85,Rainy,64.0
17/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,74.0,8.0,80.0,0.0,29.04843521,7.540633678,23.7829113,24.01227951,41.5,5.780617714,239.0,17.8,137.0,4000.0,7.35,0.5,0.05,1.1,3.4,Rainy,63.0
17/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,74.0,11.5,80.0,0.0,29.55802536,7.56131649,23.81689072,24.0401001,76.4,5.753135681,303.0,18.4,139.0,5000.0,6.45,0.5,0.072,1.44,4.2,Rainy,63.0
17/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,74.0,14.0,80.0,0.0,30.88193703,7.486407757,23.86384392,24.07648468,84.9,5.336542606,293.0,18.8,133.0,4500.0,7.9,0.4,0.2,1.98,3.5,Rainy,63.0
17/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,74.0,17.0,80.0,20.0,30.6377964,7.516530991,23.76298141,23.98578453,19.4,5.335722446,335.0,20.4,153.0,4500.0,3.95,0.7,0.186,0.86,3.6,Rainy,63.0
16/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,73.0,8.0,100.0,0.0,29.47295761,7.506972313,22.70436287,23.02553177,75.5,5.507010937,263.0,22.0,136.0,4000.0,5.12,0.4,0.15,1.02,2.9,Rainy,62.0
16/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,73.0,11.5,80.0,0.0,29.86545563,7.537325382,22.78591728,23.09820175,116.3,5.534558773,239.0,22.0,133.0,4000.0,14.7,2.3,0.3,0.85,3.0,Rainy,62.0
16/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,73.0,14.0,100.0,0.0,30.40102959,7.698884487,26.48888397,26.44721031,169.0,5.66011095,570.0,19.0,154.0,5000.0,5.5,14.7,1.88,2.02,1.9,Rainy,62.0
16/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,73.0,17.0,90.0,10.0,30.15919113,7.709805489,26.59689903,26.54543686,152.9,5.163815498,558.0,19.0,156.0,5000.0,6.95,16.9,2.32,2.56,2.65,Rainy,62.0
15/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,72.0,8.0,80.0,0.0,29.36744308,8.0,22.35579491,22.70672798,78.9,5.744115829,284.0,39.4,131.0,4500.0,5.24,1.2,0.386,0.77,3.3,Rainy,61.0
15/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,72.0,11.5,80.0,0.0,30.18131065,7.574152946,22.15186501,22.51590157,106.1,5.729717731,380.0,20.8,139.0,4000.0,5.96,0.0,0.136,0.28,3.75,Rainy,61.0
15/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,72.0,14.0,90.0,0.0,30.87088585,7.642940044,25.88912582,25.90653229,192.0,5.519593716,650.0,22.0,160.0,4500.0,8.3,7.9,1.99,4.02,2.1,Rainy,61.0
15/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,72.0,17.0,90.0,10.0,30.59920692,7.675076008,25.89658165,25.91460419,169.0,5.304978371,644.0,21.0,162.0,4500.0,8.75,14.1,0.9,3.04,1.75,Rainy,61.0
14/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,71.0,8.0,90.0,0.0,29.98206902,7.583123207,22.09812164,22.46738434,90.8,5.476365566,298.0,22.0,129.0,5000.0,3.4,0.0,0.094,1.86,3.0,Rainy,60.0
14/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,71.0,11.5,90.0,0.0,30.5925312,7.64597559,21.59269333,22.00042915,106.1,5.854283333,364.0,21.0,127.0,4500.0,6.08,0.7,0.308,0.02,3.1,Rainy,60.0
14/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,71.0,14.0,100.0,0.0,31.78132629,7.66108799,21.99346733,22.36577415,110.4,5.575812817,353.0,21.0,135.0,4500.0,3.48,3.5,0.102,1.09,2.4,Rainy,60.0
13/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,70.0,8.0,80.0,0.0,29.16104698,7.510051727,21.22101021,21.66352844,111.2,5.743546009,414.0,15.2,134.0,4500.0,3.92,0.2,0.088,4.6,2.35,Rainy,59.0
13/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,70.0,11.5,80.0,0.0,29.50577354,7.663788319,20.35368729,20.85918999,139.3,6.356948376,493.0,16.1,133.0,4000.0,2.52,0.1,0.286,4.68,2.95,Rainy,59.0
13/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,70.0,14.0,80.0,0.0,30.99954796,7.724683762,21.36480904,21.78932381,136.7,5.861163616,440.0,17.0,136.0,4500.0,3.48,1.8,0.106,0.46,1.65,Rainy,59.0
13/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,70.0,17.0,70.0,10.0,31.0126915,7.650854111,21.10590172,21.55047417,132.5,5.494035244,484.0,17.4,139.0,4500.0,3.44,0.0,0.338,1.94,3.65,Rainy,59.0
12/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,69.0,8.0,80.0,0.0,29.38464928,7.548410892,20.8195076,21.29136467,89.1,5.970886707,380.0,20.0,141.0,5000.0,3.56,1.8,0.066,1.75,3.45,Rainy,58.0
12/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,69.0,11.5,90.0,0.0,29.96090889,7.699605942,20.93772316,21.39837456,135.9,6.242404461,489.0,20.0,138.0,5000.0,4.0,1.5,0.178,1.54,3.3,Rainy,58.0
12/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,69.0,14.0,80.0,0.0,30.62524414,7.80469656,20.93880653,21.39719009,164.8,6.16119194,564.0,19.0,139.0,4500.0,2.4,2.2,0.036,0.02,3.05,Rainy,58.0
12/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,69.0,17.0,70.0,0.0,30.61042595,7.813608646,20.92899513,21.38816071,173.3,5.909856319,570.0,20.0,142.0,5000.0,4.84,0.4,0.322,0.18,3.25,Rainy,58.0
11/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,68.0,8.0,80.0,20.0,29.76729393,7.621404171,20.59891701,21.0855484,87.4,6.005761623,346.0,19.0,143.0,4500.0,3.52,0.7,0.108,1.75,3.05,Rainy,57.0
11/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,68.0,11.5,70.0,0.0,30.32031822,7.749546528,20.86742973,21.33213997,109.5,6.322065353,446.0,20.0,143.0,4500.0,4.04,0.0,0.078,0.6,2.95,Rainy,57.0
11/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,68.0,14.0,70.0,0.0,31.8146286,7.941380501,20.97332191,21.42642403,190.3,6.419763088,536.0,21.0,142.0,5000.0,3.6,0.0,0.09,1.75,2.6,Rainy,57.0
11/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,68.0,17.0,70.0,0.0,31.4533577,7.943352222,20.96800423,21.42215347,173.3,6.017787933,634.0,20.0,146.0,4500.0,3.76,1.5,0.17,0.55,1.65,Rainy,57.0
10/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,67.0,8.0,80.0,20.0,29.5541935,7.590683937,20.49396515,20.98910904,83.2,5.819506168,335.0,21.0,146.0,3500.0,5.28,0.9,0.143,2.25,2.8,Rainy,56.0
10/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,67.0,11.5,80.0,0.0,30.21216774,7.721097469,20.75220871,21.22590446,86.6,6.251417637,402.0,22.0,161.0,3000.0,4.12,2.7,0.161,10.95,3.6,Rainy,56.0
10/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,67.0,14.0,75.0,0.0,31.34512901,7.849546909,20.90302086,21.36233711,121.4,6.191825867,471.0,23.0,150.0,3500.0,2.32,0.2,0.141,7.9,2.45,Rainy,56.0
10/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,67.0,17.0,70.0,20.0,31.35143852,7.844502449,20.70136833,21.17586708,130.0,5.998034954,493.0,22.0,149.0,3500.0,2.44,0.0,0.15,5.5,2.75,Rainy,56.0
9/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,66.0,8.0,80.0,10.0,28.46586227,7.716946125,21.12759018,21.58094215,59.4,5.936131001,308.0,22.0,157.0,3500.0,4.44,1.6,0.196,8.1,2.75,Rainy,55.0
9/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,66.0,11.5,70.0,0.0,29.12387085,7.707623005,21.22175217,21.66439438,107.8,6.137266636,369.0,22.0,161.0,3500.0,4.96,0.2,1.29,11.4,3.1,Rainy,55.0
9/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,66.0,14.0,70.0,0.0,30.44909477,7.72730875,21.30370903,21.7346096,132.5,5.919068813,433.0,21.0,169.0,3500.0,3.56,1.4,0.144,5.5,4.15,Rainy,55.0
9/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,66.0,17.0,60.0,0.0,30.18701363,7.724502563,21.14042282,21.58482742,141.8,5.867324352,460.0,22.0,168.0,3500.0,5.36,1.4,0.162,15.0,4.35,Rainy,55.0
8/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,65.0,8.0,90.0,10.0,27.59767914,7.68330431,18.73732948,19.36026001,32.1,6.426246166,225.0,22.0,151.0,4000.0,4.36,0.8,0.096,5.0,3.25,Rainy,54.0
8/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,65.0,11.5,80.0,0.0,28.29860687,7.692664623,21.06289291,21.52212334,71.3,6.371249199,279.0,25.0,149.0,4000.0,5.04,0.5,0.099,8.0,3.1,Rainy,54.0
8/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,65.0,14.0,80.0,0.0,29.18140221,7.688057423,20.93051338,21.39498138,95.9,6.095020294,322.0,27.0,152.0,3500.0,5.24,0.0,0.099,3.7,2.65,Rainy,54.0
8/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,65.0,17.0,80.0,0.0,29.37731552,7.765901566,21.19804001,21.64129448,99.3,6.165704727,340.0,23.0,155.0,3500.0,3.8,0.0,0.107,1.8,1.5,Rainy,54.0
7/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,64.0,8.0,90.0,20.0,27.86685371,7.607933044,21.21042061,21.66125298,75.5,6.228862762,282.0,29.8,146.0,4000.0,4.68,1.2,0.095,11.5,3.05,Rainy,53.0
7/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,64.0,11.5,80.0,0.0,28.30831146,7.64842701,21.45229721,21.88171387,58.5,6.196834087,293.0,21.1,147.0,3500.0,4.44,0.2,0.097,19.2,2.95,Rainy,53.0
7/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,64.0,14.0,70.0,0.0,28.53007126,7.690443993,21.45391464,21.88186646,57.7,6.158703327,290.0,20.9,152.0,4000.0,4.48,0.0,0.096,5.1,3.7,Rainy,53.0
7/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,64.0,17.0,70.0,0.0,28.28256989,7.687548161,21.52719498,21.95096016,97.6,6.040693283,340.0,20.8,151.0,4000.0,3.88,0.0,0.092,30.8,3.55,Rainy,53.0
6/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,63.0,8.0,80.0,10.0,28.7667408,7.51876688,24.28274727,24.46844292,58.64455795,5.79180479,220.0,26.0,145.0,4000.0,3.28,1.6,0.063,1.15,3.4,Rainy,52.0
6/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,63.0,11.5,80.0,0.0,29.35801315,7.593322277,22.28082657,22.6380043,72.1,5.852535248,292.0,26.0,149.0,3500.0,4.24,0.1,0.074,0.6,3.55,Rainy,52.0
6/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,63.0,14.0,80.0,0.0,29.89232254,7.64325285,22.37138557,22.7184906,69.6,5.819775105,282.0,32.0,152.0,3500.0,3.84,0.0,0.082,1.7,2.15,Rainy,52.0
6/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,63.0,17.0,75.0,0.0,31.34512901,7.849546909,20.90302086,21.36233711,121.4,6.191825867,471.0,23.0,150.0,3500.0,2.32,0.2,0.141,7.9,2.45,Rainy,52.0
5/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,62.0,8.0,80.0,10.0,28.58779144,7.549437523,22.99155807,23.29350853,107.0,5.922542572,438.0,37.8,152.0,4000.0,3.04,0.6,0.043,0.7,3.6,Rainy,51.0
5/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,62.0,11.5,80.0,0.0,29.34130287,7.588715076,25.48861885,25.55506706,68.65724945,5.562369823,406.0,23.0,146.0,4000.0,2.44,0.6,0.054,0.54,2.8,Rainy,51.0
5/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,62.0,17.0,80.0,0.0,29.50610924,7.652710915,20.66448975,21.14732361,61.76705933,5.579267502,391.0,22.0,147.0,4000.0,3.12,0.0,0.053,0.88,2.05,Rainy,51.0
4/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,61.0,8.0,90.0,10.0,30.1089859,7.531455517,23.66569138,23.8996582,137.6,5.641956329,486.0,19.8,143.0,4000.0,1.0,0.0,0.04,2.16,2.35,Rainy,50.0
4/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,61.0,11.5,80.0,0.0,29.50577354,7.663788319,20.35368729,20.85918999,139.3,6.356948376,493.0,16.1,133.0,3500.0,2.52,0.1,0.286,4.68,2.95,Rainy,50.0
4/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,61.0,14.0,80.0,0.0,30.99954796,7.724683762,21.36480904,21.78932381,136.7,5.861163616,440.0,17.0,136.0,3500.0,3.48,1.8,0.106,0.46,1.65,Rainy,50.0
4/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,61.0,17.0,70.0,0.0,31.0126915,7.650854111,21.10590172,21.55047417,132.5,5.494035244,484.0,17.4,139.0,4000.0,3.44,0.0,0.338,1.94,3.65,Rainy,50.0
3/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,60.0,8.0,80.0,20.0,30.20947838,7.684924126,23.83712006,24.05509949,108.7,6.144806862,464.0,18.1,138.0,4000.0,1.84,2.2,0.017,3.25,3.6,Rainy,49.0
3/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,60.0,11.5,80.0,0.0,31.07479286,7.805607319,24.35382271,24.52031517,126.5,6.377480984,578.0,18.4,138.0,4000.0,6.76,0.6,0.0,0.28,2.35,Rainy,49.0
3/9/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, grow, exchange water",834.0,Vietuc,60.0,14.0,80.0,0.0,32.05654526,8.052894592,24.59397125,24.73451614,148.6,5.872750759,536.0,18.5,136.0,3500.0,1.44,0.0,0.02,1.56,3.35,Rainy,49.0
