farm,pond,Date,day_age,Độ mặn,Độ kiềm,PH,Nhiệt độ,TDS,module,TAN,type3
Farm_Mien_Nam,2A1,4/21/2024,3.0,,,8.310108185,29.55744171,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3.0,,,8.257414818,34.73446655,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/16/2024,-2.0,33.0,122.0,8.322341919,29.92003632,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A3,5/29/2024,41.0,30.14163208,,7.923955917,31.12039948,29.68420982,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/5/2024,17.0,,,8.3,33.8,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,5/9/2024,21.0,,,8.2,31.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24.0,,,7.9,31.4,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24.0,,,8.0,,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,5/12/2024,24.0,,,7.8,31.4,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/12/2024,24.0,,,7.9,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24.0,,,7.9,31.4,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24.0,,,8.0,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/15/2024,27.0,40.0,,8.5,31.5,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/15/2024,27.0,39.72104645,,8.475264549,31.45406532,37.91051102,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3.0,,,8.310108185,29.55744171,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3.0,,,8.257414818,34.73446655,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4.0,,,8.224246025,33.404953,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4.0,,,8.268453598,29.96031952,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4.0,,,8.224246025,33.404953,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4.0,,,8.268453598,29.96031952,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/19/2024,1.0,,,8.399977684,30.39341736,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/19/2024,1.0,,,8.399977684,30.39341736,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,5/26/2024,38.0,33.95915222,,8.022337914,32.5812645,32.99784088,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0.0,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0.0,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0.0,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/29/2024,41.0,29.81895065,,7.855252266,31.09400177,29.4005127,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42.0,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,6/3/2024,46.0,31.21753502,,7.901982307,31.56123352,30.62442017,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11.0,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/26/2024,8.0,,,8.149896622,32.06537628,,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2A1,4/27/2024,9.0,,,8.177189827,31.90422058,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/28/2024,10.0,,,8.26184845,32.06537628,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/30/2024,12.0,,,8.392076492,32.37760925,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/30/2024,12.0,,,8.392076492,32.37760925,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/30/2024,12.0,,,8.392076492,32.37760925,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/30/2024,12.0,,,8.392076492,32.37760925,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/30/2024,12.0,,,8.392076492,32.37760925,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,5/1/2024,13.0,,,8.352719307,32.15602112,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/1/2024,13.0,,,8.352719307,32.15602112,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/1/2024,13.0,,,8.350096703,32.56897736,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.30954361,29.19484711,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.276123047,32.86106873,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.2752285,33.26394653,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.26872921,33.68697357,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.205565453,35.24813843,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.30954361,29.19484711,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/21/2024,3.0,,,8.276123047,32.86106873,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,4/26/2024,8.0,,,8.149896622,32.06537628,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A1,4/27/2024,9.0,,,8.177189827,31.90422058,,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2A1,4/29/2024,11.0,,,8.249895096,31.29990387,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,4/29/2024,11.0,,,8.249895096,31.29990387,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,5/2/2024,14.0,,,8.2,31.4,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/3/2024,15.0,,,8.23,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15.0,,,8.24,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15.0,,,8.24,34.0,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15.0,,,8.24,34.0,,Khu_2,0.3,Culture Pond
