farm,module_name,Date,day_age,Độ mặn,Độ kiềm,pH,Nhiệt độ,TDS,module,TAN,type3,Season,Loại ao,Giống tôm,Công nghệ nuôi,Mực nước,Vụ nuôi,Time,Độ trong,ao,Độ cứng,Độ màu,area,Ngày thả,Tuổi tôm
Farm_Mien_Nam,2A1,4/16/2024,-2.0,33.0,122.0,8.322341919,29.92003632,32.99784088,Khu_2,7.2,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,16,30
Farm_Mien_Nam,2A1,4/18/2024,0.0,33.95915222,124.0,8.0,31.04810333,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,18,32
Farm_Mien_Nam,2A5,4/22/2024,4.0,33.95915222,124.0,8.377476692,33.46538544,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,22,36
Farm_Mien_Nam,2A5,4/22/2024,4.0,33.95915222,124.0,8.394788742,30.38334656,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,22,36
Farm_Mien_Nam,2A3,4/28/2024,10.0,33.95915222,124.0,8.26184845,32.06537628,32.99784088,Khu_2,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A3,4605,275,834,361,375
Farm_Mien_Nam,2A1,4/18/2024,0.0,33.95915222,124.0,8.0,31.04810333,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,18,32
Farm_Mien_Nam,2A1,4/18/2024,0.0,33.95915222,124.0,8.0,31.04810333,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A1,4605,275,834,18,32
Farm_Mien_Nam,2A5,4/28/2024,10.0,33.95915222,124.0,8.153259277,32.05530548,32.99784088,Khu_2,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,28,42
Farm_Mien_Nam,2A5,4/29/2024,11.0,33.95915222,124.0,8.207609177,29.15455627,32.99784088,Khu_2,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,29,43
Farm_Mien_Nam,2A5,4/29/2024,11.0,33.95915222,124.0,8.195833206,30.21212006,32.99784088,Khu_2,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,29,43
Farm_Mien_Nam,2A3,5/2/2024,14.0,33.95915222,124.0,8.2,31.4,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A3,4605,275,834,365,379
Farm_Mien_Nam,2A1,5/1/2024,13.0,33.95915222,124.0,8.350096703,32.56897736,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,31,45
Farm_Mien_Nam,2A5,4/23/2024,5.0,33.95915222,124.0,8.302799225,31.32004547,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,23,37
Farm_Mien_Nam,2A3,4/26/2024,8.0,33.95915222,124.0,8.162841797,31.48120117,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,359,373
Farm_Mien_Nam,2A3,4/27/2024,9.0,33.95915222,124.0,8.187177658,32.02508545,32.99784088,Khu_2,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,360,374
Farm_Mien_Nam,2A1,4/28/2024,10.0,33.95915222,124.0,8.225540161,31.93444061,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A1,4605,275,834,28,42
Farm_Mien_Nam,2A1,4/28/2024,10.0,33.95915222,124.0,8.221475601,31.86393738,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A1,4605,275,834,28,42
Farm_Mien_Nam,2A1,4/30/2024,12.0,33.95915222,124.0,8.351050377,31.68264008,32.99784088,Khu_2,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A1,4605,275,834,30,44
Farm_Mien_Nam,2A5,4/30/2024,12.0,33.95915222,124.0,8.281375885,32.44811249,32.99784088,Khu_2,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,30,44
Farm_Mien_Nam,2A5,5/2/2024,14.0,33.95915222,124.0,8.4,30.2,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,32,46
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A5,5/3/2024,15.0,33.95915222,124.0,8.27,32.8,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,33,47
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A3,5/3/2024,15.0,33.95915222,124.0,8.24,34.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A3,4605,275,834,366,380
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A1,4/19/2024,1.0,33.95915222,124.0,8.419365883,29.43657684,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,19,33
Farm_Mien_Nam,2A1,4/19/2024,1.0,33.95915222,124.0,8.391683578,30.10133362,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A1,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,1.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,1.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/19/2024,1.0,33.95915222,124.0,8.42587471,30.42363739,32.99784088,Khu_2,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,19,33
Farm_Mien_Nam,2A5,4/24/2024,6.0,33.95915222,124.0,8.207798958,30.02075195,32.99784088,Khu_2,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,24,38
Farm_Mien_Nam,2A5,4/24/2024,6.0,33.95915222,124.0,8.207798958,30.02075195,32.99784088,Khu_2,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,24,38
Farm_Mien_Nam,2A5,5/4/2024,16.0,33.95915222,124.0,8.2,34.0,32.99784088,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,34,48
Farm_Mien_Nam,2A5,5/5/2024,17.0,33.95915222,124.0,8.1,35.0,32.99784088,Khu_2,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,35,49
Farm_Mien_Nam,2A3,5/9/2024,21.0,33.95915222,124.0,8.0,31.3,32.99784088,Khu_2,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A3,4605,275,834,372,386
Farm_Mien_Nam,2A5,5/12/2024,24.0,33.95915222,124.0,7.8,31.7,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,42,56
Farm_Mien_Nam,2A5,5/12/2024,24.0,33.95915222,124.0,7.9,31.04810333,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,42,56
Farm_Mien_Nam,2A5,5/19/2024,31.0,39.3531189,124.0,8.513003349,32.31376266,37.59223557,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,49,63
Farm_Mien_Nam,2B7,5/19/2024,31.0,39.26037979,124.0,8.191980362,31.40351868,37.52368546,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2B7,4605,275,834,16,30
Farm_Mien_Nam,2B8,5/21/2024,33.0,35.94530487,124.0,8.077841759,31.15885544,34.71411896,Khu_2,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2B8,4605,275,834,17,31
Farm_Mien_Nam,2A4,5/25/2024,37.0,35.28553772,124.0,8.289419174,33.11940002,34.13425064,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A4,4605,275,834,25,39
Farm_Mien_Nam,2A4,5/25/2024,37.0,35.28553772,124.0,8.289419174,33.11940002,34.13425064,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A4,4605,275,834,25,39
Farm_Mien_Nam,2A4,5/26/2024,38.0,34.56929779,124.0,8.277599335,33.26453781,33.51901245,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A4,4605,275,834,26,40
Farm_Mien_Nam,2B7,5/27/2024,39.0,33.36562729,124.0,8.208180428,32.42502975,32.48638916,Khu_2,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2B7,4605,275,834,24,38
Farm_Mien_Nam,2A3,5/28/2024,40.0,29.94182396,124.0,7.828851223,30.9573555,29.50957489,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A3,4605,275,834,391,405
Farm_Mien_Nam,2A1,5/5/2024,17.0,33.95915222,124.0,8.3,33.3,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,35,49
Farm_Mien_Nam,2A1,5/5/2024,17.0,33.95915222,124.0,8.3,33.3,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A1,4605,275,834,35,49
Farm_Mien_Nam,2A5,5/15/2024,27.0,40.0,124.0,8.4,32.0,32.99784088,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A5,4605,275,834,45,59
Farm_Mien_Nam,2A5,5/15/2024,27.0,39.49187088,124.0,8.336274147,32.08205032,37.7111702,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,45,59
Farm_Mien_Nam,2B7,5/20/2024,32.0,38.21407318,124.0,8.028244972,31.37589645,36.6410675,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2B7,4605,275,834,17,31
Farm_Mien_Nam,2A5,5/21/2024,33.0,35.89271164,124.0,8.559813499,32.13128281,34.66053772,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A5,4605,275,834,51,65
Farm_Mien_Nam,2A5,5/21/2024,33.0,35.89271164,124.0,8.559813499,32.13128281,34.66053772,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,2A5,4605,275,834,51,65
Farm_Mien_Nam,2A2,5/26/2024,38.0,34.94079971,124.0,8.096364021,33.0519104,33.83916855,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2A2,4605,275,834,21,35
Farm_Mien_Nam,2B8,5/26/2024,38.0,34.73880386,124.0,8.149764061,33.02161789,33.66598892,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2B8,4605,275,834,22,36
Farm_Mien_Nam,2B8,5/26/2024,38.0,34.73880386,124.0,8.149764061,33.02161789,33.66598892,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2B8,4605,275,834,22,36
Farm_Mien_Nam,2A2,5/28/2024,40.0,29.8268013,124.0,8.220971107,31.03041267,29.40784073,Khu_2,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A2,4605,275,834,23,37
Farm_Mien_Nam,2B7,5/28/2024,40.0,29.44798279,124.0,8.463262558,31.25444794,29.07259941,Khu_2,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2B7,4605,275,834,25,39
Farm_Mien_Nam,2A2,5/28/2024,40.0,29.8268013,124.0,8.220971107,31.03041267,29.40784073,Khu_2,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A2,4605,275,834,23,37
Farm_Mien_Nam,2B8,5/28/2024,40.0,29.81110382,124.0,8.318862915,31.31761551,29.39218712,Khu_2,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,2B8,4605,275,834,24,38
Farm_Mien_Nam,2A1,4/16/2024,-2.0,33.95915222,124.0,8.251972198,33.2135849,32.99784088,Khu_2,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,2A1,4605,275,834,16,30
