farm,pond,Date,day_age,Độ mặn,Độ kiềm,PH,Nhiệt độ,TDS,module,TAN,type3
,,,,,,,,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/3/2024,15,,,8.27,32.8,,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/3/2024,15,,,8.24,34,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/19/2024,1,,,8.419365883,29.43657684,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/19/2024,1,,,8.391683578,30.10133362,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/24/2024,6,,,8.207798958,30.02075195,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,4/24/2024,6,,,8.207798958,30.02075195,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/4/2024,16,,,8.2,34,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,5/5/2024,17,,,8.1,35,,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/9/2024,21,,,8,31.3,,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A5,5/12/2024,24,,,7.8,31.7,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/12/2024,24,,,7.9,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/19/2024,31,39.3531189,,8.513003349,32.31376266,37.59223557,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B7,5/19/2024,31,39.26037979,,8.191980362,31.40351868,37.52368546,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B8,5/21/2024,33,35.94530487,,8.077841759,31.15885544,34.71411896,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2A4,5/25/2024,37,35.28553772,,8.289419174,33.11940002,34.13425064,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A4,5/25/2024,37,35.28553772,,8.289419174,33.11940002,34.13425064,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A4,5/26/2024,38,34.56929779,,8.277599335,33.26453781,33.51901245,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B7,5/27/2024,39,33.36562729,,8.208180428,32.42502975,32.48638916,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/28/2024,40,29.94182396,,7.828851223,30.9573555,29.50957489,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,5/5/2024,17,,,8.3,33.3,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/5/2024,17,,,8.3,33.3,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/15/2024,27,40,,8.4,32,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/15/2024,27,39.49187088,,8.336274147,32.08205032,37.7111702,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B7,5/20/2024,32,38.21407318,,8.028244972,31.37589645,36.6410675,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/21/2024,33,35.89271164,,8.559813499,32.13128281,34.66053772,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,5/21/2024,33,35.89271164,,8.559813499,32.13128281,34.66053772,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A2,5/26/2024,38,34.94079971,,8.096364021,33.0519104,33.83916855,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B8,5/26/2024,38,34.73880386,,8.149764061,33.02161789,33.66598892,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B8,5/26/2024,38,34.73880386,,8.149764061,33.02161789,33.66598892,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A2,5/28/2024,40,29.8268013,,8.220971107,31.03041267,29.40784073,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B7,5/28/2024,40,29.44798279,,8.463262558,31.25444794,29.07259941,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A2,5/28/2024,40,29.8268013,,8.220971107,31.03041267,29.40784073,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2B8,5/28/2024,40,29.81110382,,8.318862915,31.31761551,29.39218712,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A1,4/16/2024,-2,,,8.251972198,33.2135849,,Khu_2,,Culture Pond
Farm_Mien_Nam,2B8,5/29/2024,41,30.05598259,,8.315261841,31.49552917,29.60655785,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A3,4/16/2024,-2,,,8.279008865,32.58911896,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A3,4/16/2024,-2,33,124,8.345266342,29.92003632,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3,,,8.310108185,29.55744171,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3,,,8.257414818,34.73446655,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/22/2024,4,,,8.377476692,33.46538544,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/22/2024,4,,,8.394788742,30.38334656,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/16/2024,-2,33,122,8.322341919,29.92003632,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A3,5/29/2024,41,30.14163208,,7.923955917,31.12039948,29.68420982,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2A3,5/5/2024,17,,,8.3,33.8,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/9/2024,21,,,8.2,31,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24,,,7.9,31.4,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24,,,8,,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A3,5/12/2024,24,,,7.8,31.4,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/12/2024,24,,,7.9,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24,,,7.9,31.4,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/12/2024,24,,,8,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,5/15/2024,27,40,,8.5,31.5,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,5/15/2024,27,39.72104645,,8.475264549,31.45406532,37.91051102,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A4,5/20/2024,32,38.51156998,,8.265665054,31.64520264,36.88967133,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A4,5/20/2024,32,38.51156998,,8.265665054,31.64520264,36.88967133,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A4,5/21/2024,33,35.63978958,,8.439641953,31.92246437,34.44595337,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B7,5/24/2024,36,35.01538849,,8.156118393,32.96163559,33.90368652,Khu_2,0.5,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B8,5/24/2024,36,34.77039719,,8.151703835,33.10964584,33.69260406,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A2,5/25/2024,37,35.35155487,,7.930594444,33.04423904,34.19124222,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B7,5/25/2024,37,35.5409584,,8.216596603,33.15816879,34.35263824,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2B8,5/25/2024,37,35.0500679,,8.119400024,33.18500519,33.93210602,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2B7,5/25/2024,37,35.5409584,,8.216596603,33.15816879,34.35263824,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A5,4/19/2024,1,,,8.42587471,30.42363739,,Khu_2,1.5,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3,,,8.310108185,29.55744171,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/21/2024,3,,,8.257414818,34.73446655,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4,,,8.224246025,33.404953,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4,,,8.268453598,29.96031952,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4,,,8.224246025,33.404953,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/22/2024,4,,,8.268453598,29.96031952,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A3,4/19/2024,1,,,8.399977684,30.39341736,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A3,4/19/2024,1,,,8.399977684,30.39341736,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2B8,5/25/2024,37,35.0500679,,8.119400024,33.18500519,33.93210602,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/26/2024,38,33.95915222,,8.022337914,32.5812645,32.99784088,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B7,5/26/2024,38,34.84648132,,8.269680977,33.00603104,33.7585144,Khu_2,0.2,Culture Pond
Farm_Mien_Nam,2A2,5/27/2024,39,33.12233734,,8.201675415,32.35481644,32.27634048,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
,,,,,,,,,Khu_2,0.4,Culture Pond
Farm_Mien_Nam,2A5,4/24/2024,6,,,8.207798958,30.02075195,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A5,4/28/2024,10,,,8.153259277,32.05530548,,Khu_2,0.5,Culture Pond
Farm_Mien_Nam,2A3,4/29/2024,11,,,8.401071548,31.04810333,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
,,,,,,,,,Khu_2,,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,4/18/2024,0,,,,,,Khu_2,0.3,Culture Pond
,,,,,,,,,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/29/2024,41,29.81895065,,7.855252266,31.09400177,29.4005127,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B8,5/29/2024,41,30.05598259,,8.315261841,31.49552917,29.60655785,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2B8,5/29/2024,41,30.05598259,,8.315261841,31.49552917,29.60655785,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.3,Culture Pond
Farm_Mien_Nam,2A1,5/30/2024,42,29.72670364,,7.64789772,30.5050106,29.32335663,Khu_2,0.1,Culture Pond
